"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
971,"RMD",0.75,6.59,3.71%,5.90%,-9.06%,-28.19%,17.04%,57.94,210.98,1.16%,2.06%,-0.88%,1113943
972,"RMR",1.03,0.51,-5.32%,-6.27%,10.55%,-11.24%,33.43%,36.29,19.04,-2.16%,-2.06%,-0.10%,148430
973,"ROAD",0.90,5.29,1.14%,-6.27%,-10.20%,-31.56%,10.87%,45.38,103.35,1.63%,0.63%,0.99%,611980
974,"ROCK",1.22,1.91,-2.76%,2.14%,-10.22%,-43.71%,25.92%,46.40,42.26,-1.42%,-2.04%,0.63%,666888
975,"ROIV",1.12,1.18,-2.73%,4.12%,28.34%,-8.35%,211.10%,49.64,33.91,-1.77%,-1.06%,-0.71%,5397098
976,"ROK",1.54,14.71,2.91%,3.55%,16.69%,-3.47%,57.18%,57.29,480.08,1.93%,0.29%,1.63%,937723
977,"ROKU",2.00,2.20,1.52%,6.76%,30.41%,-2.60%,84.66%,63.81,145.01,-0.06%,0.01%,-0.06%,2931543
978,"ROOT",2.88,3.35,-10.08%,-4.98%,-13.57%,-58.20%,32.36%,41.96,54.15,-6.70%,-7.34%,0.69%,289199
979,"RPC",0.57,0.35,3.97%,5.44%,-3.19%,-34.10%,26.95%,56.12,8.62,0.82%,0.82%,0.00%,478097
980,"RPID",1.44,0.12,6.39%,11.51%,-27.52%,-56.88%,28.31%,62.11,2.13,0.95%,1.43%,-0.47%,20558
981,"RPRX",0.42,1.28,0.72%,4.13%,25.81%,-3.33%,71.45%,55.15,58.43,-1.00%,-0.34%,-0.66%,2156928
982,"RRR",1.37,1.82,-0.37%,4.06%,9.15%,-5.40%,27.55%,52.19,64.44,-0.75%,-0.75%,0.00%,586266
983,"RRX",1.10,11.12,-1.86%,-3.22%,11.74%,-17.18%,60.39%,46.79,205.23,1.30%,-2.08%,3.45%,910675
984,"RSG",0.40,5.03,-3.49%,-0.93%,-1.83%,-11.76%,7.20%,42.27,210.55,-0.37%,0.64%,-1.00%,1150487
985,"RSVR",0.74,0.29,-1.25%,-0.35%,15.69%,-23.53%,44.84%,45.99,10.24,-4.92%,-4.66%,-0.28%,30835
986,"RUN",2.37,0.74,-13.42%,-23.46%,-37.84%,-56.28%,8.88%,30.56,9.81,3.05%,0.31%,2.73%,7289006
987,"RVLV",1.59,1.00,1.77%,12.57%,3.21%,-20.74%,44.73%,55.39,25.11,-1.30%,-1.49%,0.20%,806237
988,"RVMD",1.39,7.38,0.71%,9.28%,62.44%,-3.61%,451.56%,56.10,187.53,-2.41%,-2.33%,-0.09%,1491943
989,"RVTY",1.07,3.82,1.13%,6.13%,13.75%,-4.89%,38.54%,55.98,112.52,-0.90%,-1.29%,0.40%,1207007
990,"RWAY",0.60,0.17,-0.70%,-5.19%,-28.99%,-51.12%,5.20%,45.17,5.46,-1.09%,-1.27%,0.18%,397901
991,"RXO",2.00,1.68,-22.65%,-23.33%,11.41%,-32.27%,94.24%,26.21,20.25,-1.56%,-3.80%,2.33%,2474524
992,"RXRX",1.03,0.19,-7.33%,-9.05%,-23.24%,-58.22%,8.30%,42.10,3.00,-1.32%,-2.91%,1.64%,15329356
993,"RXST",1.10,0.38,9.61%,13.27%,-23.39%,-54.54%,34.15%,60.41,6.01,-1.15%,-1.15%,0.00%,540875
994,"RYAM",1.76,0.49,11.69%,8.27%,9.37%,-24.47%,167.12%,59.83,8.95,-0.11%,-0.78%,0.67%,709390
995,"RYN",0.90,0.55,0.94%,2.42%,0.48%,-15.53%,11.75%,53.27,21.78,1.82%,1.40%,0.42%,2231089
996,"RYTM",1.92,4.59,-7.67%,-0.72%,0.23%,-18.78%,33.22%,40.84,99.25,-6.14%,-6.14%,0.00%,471703
997,"SABR",0.98,0.11,1.96%,2.41%,14.16%,-40.32%,128.40%,52.32,1.85,-1.07%,-1.60%,0.53%,3705601
998,"SABS",0.54,0.19,-1.98%,-2.49%,-4.16%,-30.68%,92.97%,46.69,3.57,0.28%,0.28%,0.00%,405027
999,"SARO",0.92,1.01,3.58%,6.36%,5.12%,-14.99%,23.00%,57.78,29.31,1.14%,0.76%,0.38%,1869282
1000,"SATL",1.33,0.42,-10.44%,-39.72%,-18.20%,-70.17%,185.26%,35.38,3.58,2.58%,-2.72%,5.44%,3590130
1001,"SBAC",0.98,6.22,-0.35%,-4.90%,-6.88%,-22.87%,11.43%,47.00,180.98,-0.51%,1.24%,-1.72%,2157675
1002,"SBGI",1.05,0.55,-2.40%,-1.88%,-5.73%,-23.15%,15.53%,46.47,13.74,-0.22%,0.66%,-0.87%,336868
1003,"SBH",1.03,0.56,0.99%,7.81%,2.71%,-16.46%,59.85%,55.20,14.97,-2.48%,-2.60%,0.13%,1319400
1004,"SBLK",0.73,0.96,7.16%,7.90%,24.70%,-1.44%,71.95%,61.27,28.75,-1.37%,-0.76%,-0.62%,990203
1005,"SBRA",0.61,0.57,1.73%,6.69%,8.23%,-7.03%,23.33%,55.56,21.17,-0.70%,0.19%,-0.89%,2342510
1006,"SDGR",1.63,0.75,-3.57%,-0.78%,-0.67%,-34.23%,38.33%,46.15,15.14,-1.37%,-1.30%,-0.07%,1218359
1007,"SDHC",0.88,0.84,-2.35%,5.34%,-6.36%,-36.87%,38.34%,50.02,14.83,-0.80%,0.14%,-0.94%,43029
1008,"SEAT",1.14,0.69,5.66%,0.88%,0.26%,-78.00%,52.17%,54.02,7.70,1.72%,1.58%,0.13%,50429
1009,"SEDG",1.50,4.31,-15.91%,-27.22%,-3.41%,-49.29%,79.05%,36.77,41.20,-1.34%,-2.30%,0.98%,1163988
1010,"SEG",1.27,0.64,0.13%,3.10%,15.89%,-7.45%,47.86%,53.65,26.23,-0.42%,1.27%,-1.67%,83907
1011,"SEI",1.26,5.40,-15.27%,-25.46%,-12.60%,-40.35%,109.24%,37.77,51.41,0.25%,-3.62%,4.02%,3111491
1012,"SENS",1.02,0.29,-1.70%,-15.28%,-22.84%,-56.55%,5.01%,40.84,5.03,-0.79%,-0.20%,-0.59%,502258
1013,"SERV",2.55,0.38,-10.85%,-28.25%,-50.64%,-74.36%,10.65%,34.55,4.78,-0.62%,-3.34%,2.81%,2266678
1014,"SEZL",6.77,11.31,-8.47%,3.49%,71.38%,-20.93%,212.63%,45.97,154.75,-0.23%,-0.92%,0.69%,286691
1015,"SG",2.21,0.58,-7.27%,-20.10%,-5.84%,-51.32%,43.65%,41.22,6.45,-1.53%,-1.53%,0.00%,3133353
1016,"SGC",1.43,0.60,-7.66%,-8.16%,8.99%,-18.78%,42.77%,38.39,11.85,-3.27%,-3.97%,0.73%,40749
1017,"SGHC",1.07,0.58,-5.41%,0.43%,18.76%,-11.73%,65.48%,44.59,14.00,-0.57%,-0.36%,-0.21%,2443851
1018,"SGHT",2.38,0.34,1.64%,3.31%,-5.03%,-43.05%,69.13%,53.23,5.26,0.00%,0.00%,0.00%,95839
1019,"SGI",1.20,2.91,-9.04%,-9.33%,-19.65%,-33.72%,8.18%,34.94,65.33,-2.30%,-1.89%,-0.42%,3046230
1020,"SGU",0.31,0.31,-2.74%,-1.93%,0.57%,-7.32%,10.29%,37.97,12.54,-0.08%,0.32%,-0.40%,15243
1021,"SHAK",1.62,2.61,6.91%,7.77%,-23.37%,-50.84%,21.61%,60.07,62.75,-0.51%,-0.55%,0.05%,1378399
1022,"SHC",1.77,0.50,0.49%,6.21%,8.36%,-10.03%,62.36%,56.72,17.86,0.06%,0.28%,-0.22%,1514721
1023,"SHLS",1.93,0.85,-10.91%,-14.86%,-1.58%,-33.69%,97.29%,43.12,8.74,-1.80%,-5.90%,4.36%,4147302
1024,"SHO",0.99,0.22,1.94%,2.85%,19.54%,-2.49%,38.80%,58.04,11.77,0.60%,0.51%,0.09%,1899868
1025,"SHOP",2.57,6.37,-4.25%,0.93%,-12.02%,-35.70%,24.63%,46.71,117.15,-4.29%,-3.13%,-1.20%,12605108
1026,"SI",-1.74,1.43,5.28%,19.70%,49.92%,-7.54%,108.24%,58.71,22.74,-1.94%,-1.13%,-0.82%,79167
1027,"SIBN",0.66,0.75,2.34%,9.88%,11.01%,-18.87%,54.70%,57.44,17.76,-1.28%,-0.78%,-0.50%,369673
1028,"SIGA",0.98,0.18,-4.73%,-17.33%,-36.07%,-61.57%,8.64%,37.95,3.27,0.62%,0.62%,0.00%,661031
1029,"SII",0.81,4.48,-3.82%,-10.98%,-12.55%,-39.27%,66.31%,40.59,103.01,-3.43%,-3.42%,-0.01%,146245
1030,"SITC",0.98,0.15,-1.29%,-8.09%,-25.03%,-41.06%,9.46%,42.19,4.28,-1.15%,-0.93%,-0.23%,792790
1031,"SITM",2.95,47.73,-6.61%,-17.54%,16.83%,-40.65%,186.99%,42.54,535.20,1.39%,-4.30%,5.94%,471045
1032,"SKIN",1.07,0.09,-15.74%,-6.64%,-37.05%,-74.52%,24.50%,43.06,0.69,1.42%,0.34%,1.08%,1085216
1033,"SKT",1.08,0.81,-0.37%,3.56%,14.11%,-4.39%,39.08%,50.88,40.66,-0.83%,0.52%,-1.34%,1046633
1034,"SKWD",0.33,2.17,-0.04%,11.04%,24.07%,-6.26%,47.66%,55.15,59.95,0.13%,-0.25%,0.38%,440894
1035,"SKY",1.01,3.17,-2.78%,-0.30%,-1.85%,-19.72%,32.40%,45.33,79.61,-0.88%,0.30%,-1.18%,568572
1036,"SLDP",1.94,0.14,-9.28%,-22.61%,-48.03%,-76.75%,4.04%,33.56,2.06,-0.24%,-3.06%,2.91%,3340388
1037,"SLF",0.86,1.22,2.23%,6.82%,23.25%,-1.69%,47.55%,63.97,82.95,0.22%,0.40%,-0.18%,520885
1038,"SLRC",0.66,0.29,-2.77%,-1.92%,-13.03%,-25.25%,3.71%,41.52,12.58,-1.41%,-1.41%,0.00%,332652
1039,"SLVM",0.76,1.52,-2.09%,-3.43%,-14.36%,-34.14%,5.29%,44.76,37.41,-0.32%,0.27%,-0.59%,231235
1040,"SM",0.73,1.34,6.66%,7.57%,30.32%,-9.36%,86.36%,59.04,32.52,2.81%,1.63%,1.17%,2519471
1041,"SMA",0.47,0.91,-0.70%,2.65%,3.05%,-15.67%,14.04%,49.31,33.54,-0.06%,0.78%,-0.83%,366536
1042,"SMP",0.81,1.19,-0.24%,-1.27%,-0.97%,-16.89%,29.46%,47.50,38.23,-1.14%,-0.96%,-0.18%,149657
1043,"SMR",2.28,0.75,-0.76%,-15.52%,-48.77%,-85.34%,16.78%,45.56,8.42,-2.09%,-5.13%,3.20%,38770175
1044,"SMRT",1.52,0.05,1.11%,-8.60%,-31.83%,-54.09%,12.21%,45.69,1.01,-0.98%,0.00%,-0.98%,662125
1045,"SN",1.19,5.30,6.22%,16.33%,38.41%,-1.31%,94.62%,67.55,161.77,-0.96%,-1.58%,0.64%,1210482
1046,"SNAP",1.02,0.21,1.43%,-6.29%,-23.92%,-52.00%,23.10%,49.09,4.69,0.00%,0.64%,-0.64%,34047091
1047,"SNDK",5.32,198.44,-19.51%,-28.92%,44.09%,-48.40%,2929.50%,40.71,1214.83,-5.09%,-12.20%,8.10%,21176621
1048,"SNDX",0.40,1.06,-13.66%,-6.69%,-6.43%,-25.56%,100.74%,35.90,19.05,-2.21%,-1.65%,-0.56%,1206284
1049,"SNES",0.29,0.09,-2.63%,-12.58%,-35.38%,-78.37%,10.65%,42.35,1.35,2.27%,3.85%,-1.52%,8316
1050,"SNEX",0.66,4.02,1.06%,-3.52%,30.89%,-19.11%,114.59%,49.46,76.57,-1.35%,-2.79%,1.48%,756528
1051,"SNWV",1.49,0.93,-23.01%,-43.99%,-71.87%,-86.76%,6.93%,32.69,6.17,-1.91%,-1.91%,0.00%,85197
1052,"SOBO",0.22,0.81,-0.33%,0.62%,17.18%,-4.73%,48.31%,50.04,37.10,-0.86%,-0.80%,-0.05%,507646
1053,"SOLV",0.64,2.53,7.11%,9.02%,13.52%,-3.62%,36.97%,62.57,85.44,-1.59%,-0.79%,-0.81%,1056941
1054,"SOPH",0.96,0.38,-2.10%,4.09%,14.63%,-16.25%,94.18%,49.35,5.67,-1.56%,-1.56%,0.00%,78356
1055,"SOUN",2.83,0.42,-4.45%,-12.56%,-35.70%,-72.35%,8.49%,43.16,6.13,-0.16%,-0.41%,0.24%,35460596
1056,"SPB",0.62,2.55,2.13%,5.80%,23.30%,-2.90%,77.58%,57.07,88.77,0.00%,-0.14%,0.14%,260382
1057,"SPCX",,10.45,-15.87%,-25.33%,-25.33%,-51.97%,1.27%,32.55,108.37,-3.41%,-4.18%,0.80%,58835713
1058,"SPH",0.36,0.45,2.26%,1.59%,-2.73%,-10.29%,12.89%,55.56,18.66,0.27%,1.30%,-1.02%,213743
1059,"SPOT",1.56,18.21,2.11%,2.98%,-4.55%,-33.19%,23.44%,54.50,499.94,-4.34%,-1.57%,-2.81%,2296666
1060,"SPT",0.96,0.51,3.25%,12.61%,4.64%,-53.72%,74.39%,57.81,8.58,1.30%,3.00%,-1.65%,863134
1061,"SR",0.54,1.87,-1.65%,-1.36%,-7.01%,-16.21%,8.79%,44.56,79.86,-0.83%,-1.83%,1.02%,566422
1062,"SRAD",1.60,0.61,-3.11%,-1.42%,-20.87%,-54.87%,24.70%,45.94,14.54,-1.09%,-1.56%,0.48%,3831032
1063,"SRE",0.58,1.90,-4.12%,-3.49%,-3.67%,-12.36%,12.13%,37.04,88.55,-1.15%,-1.11%,-0.04%,2768619
1064,"SRI",1.85,0.35,-3.78%,-5.01%,3.08%,-28.84%,50.22%,43.43,6.91,-2.26%,-2.40%,0.14%,318821
1065,"SRPT",0.23,0.88,-13.90%,-12.27%,-23.47%,-41.31%,1.23%,31.80,14.86,-4.50%,-4.13%,-0.39%,3603368
1066,"SRRK",0.70,2.31,-9.08%,-5.38%,5.84%,-19.14%,74.71%,38.98,47.29,-3.46%,-3.56%,0.10%,786768
1067,"SRTA",2.25,0.22,-2.34%,-9.06%,0.70%,-22.77%,36.60%,43.64,5.02,-1.38%,-1.76%,0.39%,760762
1068,"SSP",0.65,0.19,-7.34%,-9.19%,-21.99%,-47.87%,39.11%,41.28,2.81,-0.53%,0.72%,-1.24%,439647
1069,"SSRM",-0.09,1.57,-5.86%,-9.66%,-3.77%,-29.84%,115.93%,42.52,25.62,-3.97%,-1.27%,-2.74%,2173055
1070,"SST",1.55,0.23,-18.19%,-32.33%,-50.89%,-81.29%,28.89%,33.21,1.74,-1.69%,-2.25%,0.56%,15127
1071,"SSTK",1.14,0.74,-25.42%,-52.18%,-68.11%,-81.69%,2.86%,22.46,5.40,0.37%,0.75%,-0.37%,1723630
1072,"STE",0.90,5.88,4.99%,7.05%,-2.62%,-15.23%,17.04%,60.56,228.40,-1.22%,0.01%,-1.22%,829193
1073,"STEP",1.27,2.18,1.63%,-1.34%,-19.39%,-42.91%,12.90%,51.42,43.86,0.53%,0.14%,0.39%,1078074
1074,"STOK",1.21,1.50,-3.87%,-4.77%,-8.83%,-28.24%,132.65%,42.34,28.86,-3.93%,-2.99%,-0.97%,715806
1075,"STRL",1.90,58.77,-8.31%,-21.88%,18.45%,-40.66%,144.55%,41.78,596.77,2.76%,-2.25%,5.13%,827350
1076,"STRW",0.25,0.32,1.81%,4.97%,10.58%,-3.59%,42.20%,56.54,14.22,-2.60%,-2.80%,0.21%,48873
1077,"STRZ",2.40,1.93,-3.51%,-2.58%,60.48%,-20.14%,209.76%,47.34,26.02,-4.55%,-5.96%,1.50%,103704
1078,"STVN",0.76,0.83,1.17%,6.94%,5.82%,-29.11%,54.00%,56.84,19.85,-1.73%,-1.93%,0.20%,204076
1079,"STWD",1.02,0.28,-3.50%,-4.71%,-9.83%,-23.32%,-0.81%,35.90,15.98,-1.54%,-0.75%,-0.80%,4740055
1080,"SU",0.30,1.62,8.08%,10.07%,22.44%,-4.28%,78.15%,69.08,67.28,0.82%,0.12%,0.70%,4235712
1081,"SUIG",1.36,0.10,-21.03%,-31.54%,-48.14%,-90.07%,0.00%,26.04,0.86,-1.14%,0.01%,-1.15%,179820
1082,"SUJA",,0.83,6.75%,-6.77%,-12.86%,-42.69%,21.58%,51.46,10.59,2.62%,2.72%,-0.10%,56132
1083,"SUN",0.41,1.92,5.11%,11.36%,24.23%,-1.82%,59.84%,66.87,76.69,0.95%,0.91%,0.04%,762912
1084,"SUNC",,1.79,4.09%,10.24%,26.67%,-1.46%,62.64%,69.39,76.44,0.29%,0.10%,0.18%,400639
1085,"SUNS",1.13,0.26,-2.83%,-5.59%,-11.36%,-33.45%,6.87%,42.45,7.84,-2.12%,-2.73%,0.62%,38012
1086,"SUPN",0.56,1.57,-5.84%,-3.78%,-8.95%,-25.22%,35.94%,39.31,44.63,-2.15%,-1.24%,-0.92%,573626
1087,"SVC",1.67,0.35,-6.05%,-5.25%,-12.77%,-46.64%,42.12%,37.74,8.03,-0.37%,-0.37%,0.00%,1303569
1088,"SVCO",0.73,0.94,-13.66%,-26.28%,12.15%,-45.93%,153.42%,38.95,7.78,2.50%,-0.89%,3.43%,374495
1089,"SVV",1.21,0.47,5.34%,7.57%,9.32%,-26.13%,48.59%,58.43,10.26,-0.77%,-1.91%,1.16%,617725
1090,"SWIM",1.65,0.26,-7.94%,-6.25%,-14.03%,-40.22%,15.52%,39.21,5.36,-0.37%,-1.83%,1.49%,506749
1091,"SWX",0.56,1.57,-2.44%,-0.25%,4.07%,-5.36%,18.02%,42.10,89.40,-1.00%,-0.55%,-0.45%,526986
1092,"SYM",1.95,2.26,2.10%,-1.62%,-23.25%,-51.01%,12.74%,51.60,43.05,0.26%,-0.81%,1.07%,1072433
1093,"SYNA",1.99,7.37,-8.57%,-15.84%,16.42%,-28.03%,84.15%,40.34,107.32,-1.41%,-4.69%,3.45%,866197
1094,"SYY",0.64,1.79,2.55%,6.23%,8.49%,-7.19%,25.00%,62.90,85.24,0.63%,0.94%,-0.31%,3328594
1095,"TALO",0.35,0.67,6.18%,5.45%,16.66%,-10.97%,97.91%,57.25,15.18,3.97%,3.76%,0.21%,1704354
1096,"TAP",0.42,1.33,2.63%,2.98%,-6.75%,-24.19%,9.25%,54.39,41.56,0.02%,1.12%,-1.08%,5460247
1097,"TASK",1.86,0.35,6.23%,8.31%,-11.38%,-49.35%,35.95%,56.96,6.07,2.62%,2.53%,0.08%,437848
1098,"TATT",1.01,2.41,-7.87%,-9.35%,-11.74%,-39.69%,28.15%,39.07,38.90,-4.63%,-5.12%,0.51%,222198
1099,"TBCH",2.29,0.61,-2.89%,-3.14%,-5.21%,-29.54%,24.49%,46.17,12.25,-0.08%,-0.65%,0.57%,153633
1100,"TBI",1.60,0.48,-11.75%,-0.70%,32.78%,-20.45%,122.64%,41.62,7.08,-3.01%,-2.34%,-0.68%,178178
1101,"TBLA",1.50,0.21,-4.49%,0.55%,22.81%,-12.26%,76.72%,47.72,5.01,-1.76%,-1.76%,0.00%,2368409
1102,"TCPC",1.00,0.11,0.81%,-5.58%,-28.66%,-55.10%,5.52%,46.69,3.25,0.00%,0.00%,0.00%,565569
1103,"TCX",0.93,1.14,48.10%,23.41%,-12.01%,-38.66%,82.51%,72.40,15.44,59.18%,39.10%,14.43%,672647
1104,"TDAY",1.40,0.32,1.73%,5.99%,34.17%,-3.55%,154.09%,57.35,8.69,-0.23%,0.46%,-0.69%,1200198
1105,"TDC",0.61,1.53,-1.64%,-4.78%,6.05%,-25.83%,56.28%,48.89,30.99,1.41%,1.81%,-0.39%,2073664
1106,"TDG",0.92,34.27,-0.07%,-0.73%,-2.06%,-17.27%,11.64%,49.22,1254.38,0.36%,0.37%,-0.01%,393093
1107,"TDS",0.33,0.94,-1.64%,-9.51%,-18.03%,-31.64%,1.74%,34.11,33.58,0.00%,0.45%,-0.45%,716956
1108,"TDUP",2.02,0.34,-8.13%,0.65%,0.61%,-52.93%,87.66%,42.21,5.78,-1.53%,-2.03%,0.51%,1317558
1109,"TDW",0.53,2.92,0.60%,2.59%,9.59%,-19.40%,60.90%,52.40,75.06,2.15%,2.23%,-0.08%,574616
1110,"TEAD",1.65,0.09,-12.06%,-29.38%,-19.23%,-74.06%,33.20%,35.62,0.71,-2.24%,-3.92%,1.75%,141402
1111,"TEAM",1.04,6.89,9.78%,11.59%,-7.28%,-49.26%,80.35%,58.55,101.01,2.95%,5.58%,-2.49%,2731833
1112,"TFPM",-0.18,1.12,1.20%,-1.93%,-12.33%,-31.01%,27.30%,49.06,28.77,-2.94%,-0.24%,-2.70%,452994
1113,"TFX",0.81,4.31,2.32%,4.31%,12.86%,-2.12%,36.46%,57.54,136.71,3.33%,2.41%,0.90%,558123
1114,"TGB",1.30,0.47,-4.32%,-4.02%,3.84%,-26.81%,126.42%,46.49,6.77,-4.38%,-3.56%,-0.85%,11908015
1115,"TGLS",1.44,1.88,-2.91%,-1.81%,-8.77%,-47.86%,15.78%,44.87,43.44,-0.34%,-0.66%,0.32%,156078
1116,"TGTX",1.62,2.29,-5.81%,4.22%,41.86%,-12.26%,105.81%,45.01,52.03,-2.80%,-2.67%,-0.13%,2489895
1117,"THRY",0.90,0.26,0.11%,3.50%,-15.04%,-71.64%,112.04%,52.48,4.05,0.00%,0.00%,0.00%,299222
1118,"TIC",2.65,0.34,0.63%,-7.30%,-20.93%,-51.08%,14.94%,46.23,7.31,0.69%,-0.54%,1.24%,1028513
1119,"TIGO",0.89,3.12,-0.35%,5.09%,36.35%,-5.23%,155.13%,53.98,95.48,0.33%,0.33%,0.00%,2233672
1120,"TILE",1.90,1.07,2.97%,6.21%,16.68%,-6.54%,68.19%,57.17,34.26,1.36%,1.72%,-0.36%,265182
1121,"TKNO",0.66,0.37,-4.53%,-0.20%,25.56%,-25.15%,161.78%,46.46,5.00,-0.99%,-1.19%,0.20%,47053
1122,"TKO",0.64,5.29,-1.74%,-6.62%,-7.60%,-19.89%,19.38%,40.72,181.81,-1.09%,-0.23%,-0.87%,893998
1123,"TKR",1.21,4.75,-0.69%,1.09%,31.08%,-6.03%,94.93%,49.88,137.55,1.06%,-0.46%,1.52%,681259
1124,"TLN",1.69,20.81,-8.66%,-11.17%,-8.81%,-25.97%,10.83%,39.58,334.10,0.47%,-2.63%,3.18%,641007
1125,"TLSI",0.43,0.29,7.30%,14.60%,-5.01%,-42.89%,106.36%,59.50,4.54,-0.44%,-0.22%,-0.22%,190521
1126,"TM",0.58,3.66,4.79%,5.63%,-7.18%,-24.07%,13.78%,62.30,188.99,-1.28%,-1.17%,-0.12%,348223
1127,"TMCI",1.36,0.31,0.61%,8.84%,41.61%,-44.60%,268.38%,54.62,4.31,-1.60%,-0.92%,-0.68%,208516
1128,"TMDX",1.88,3.65,3.71%,5.77%,-29.88%,-50.96%,27.29%,55.84,76.51,0.50%,0.01%,0.49%,532778
1129,"TNC",1.12,2.95,-2.38%,-2.78%,7.50%,-8.59%,39.64%,43.94,84.03,1.63%,0.99%,0.64%,108747
1130,"TNDM",1.53,1.03,16.11%,18.03%,2.57%,-34.23%,95.39%,68.46,19.50,2.58%,2.09%,0.47%,1833988
1131,"TOI",0.41,0.38,-10.45%,-5.51%,26.18%,-27.14%,109.48%,43.09,4.86,-4.14%,-4.71%,0.59%,1005358
1132,"TOST",1.71,1.32,6.61%,18.12%,6.15%,-35.02%,44.97%,65.57,32.27,-1.77%,-0.34%,-1.43%,8561850
1133,"TPB",0.92,4.12,-7.78%,-10.30%,-22.21%,-49.21%,13.39%,39.36,74.61,-1.84%,-1.37%,-0.47%,324852
1134,"TPC",2.06,3.98,3.99%,7.66%,11.22%,-16.25%,92.44%,54.86,83.75,0.56%,-1.44%,2.03%,451608
1135,"TPG",1.42,1.53,1.81%,3.74%,-12.15%,-37.97%,18.16%,55.72,43.66,2.25%,1.53%,0.70%,2452313
1136,"TPL",0.61,16.19,-1.01%,1.74%,4.52%,-26.43%,49.53%,49.70,402.58,2.11%,1.83%,0.28%,391651
1137,"TPVG",1.34,0.16,-2.28%,-9.66%,-18.95%,-35.23%,2.84%,40.74,4.52,-0.66%,-1.95%,1.32%,198107
1138,"TRC",0.59,0.41,-5.58%,-9.03%,-4.00%,-20.55%,10.58%,25.44,16.93,-0.70%,-0.82%,0.12%,206296
1139,"TREX",1.49,2.03,-2.80%,-2.43%,6.61%,-34.66%,45.65%,45.62,43.36,-1.30%,-1.66%,0.36%,1871076
1140,"TRGP",0.72,7.46,-1.87%,0.28%,21.48%,-7.10%,87.57%,48.19,270.37,0.76%,0.58%,0.18%,1115840
1141,"TRI",0.75,4.96,4.61%,12.14%,-7.78%,-51.26%,28.64%,56.71,98.13,-0.71%,0.65%,-1.35%,1811526
1142,"TRIN",0.66,0.34,-0.18%,1.77%,10.69%,-3.14%,24.20%,52.09,17.55,0.80%,0.00%,0.80%,919053
1143,"TRIP",0.87,0.63,0.47%,9.87%,10.86%,-29.74%,57.21%,54.20,14.16,-0.18%,-1.63%,1.48%,1884336
1144,"TRLV",1.69,0.63,-0.16%,-6.04%,12.42%,-34.86%,106.44%,48.15,8.65,0.93%,2.49%,-1.52%,712150
1145,"TRNS",0.69,3.98,-2.28%,-2.25%,16.65%,-10.34%,69.96%,46.72,85.37,2.44%,2.03%,0.40%,73687
1146,"TROX",0.79,0.41,-4.65%,-15.33%,-9.71%,-44.85%,104.20%,38.65,5.84,-6.71%,-4.42%,-2.40%,3347747
1147,"TRUP",1.39,1.09,-4.61%,1.23%,-18.75%,-57.04%,15.74%,46.39,24.49,0.04%,-0.57%,0.61%,240040
1148,"TRVG",0.86,0.34,-2.13%,10.59%,55.79%,-8.65%,103.86%,52.52,5.28,-1.31%,-1.12%,-0.19%,21583
1149,"TRVI",1.04,1.08,1.50%,11.18%,38.70%,-9.74%,178.63%,54.28,18.25,-0.82%,-1.30%,0.49%,1350335
1150,"TS",0.81,1.29,2.02%,-1.92%,13.00%,-11.25%,70.37%,51.78,57.33,1.06%,0.40%,0.65%,1168604
1151,"TSEM",0.92,22.82,-3.92%,-12.12%,30.77%,-31.34%,409.44%,45.96,219.67,4.03%,-3.81%,8.15%,1869166
1152,"TSLX",0.64,0.46,0.08%,0.35%,-11.70%,-30.64%,6.98%,50.07,17.16,-0.46%,-0.64%,0.17%,461476
1153,"TSN",0.38,1.50,-0.73%,-1.47%,-3.31%,-16.59%,14.64%,46.18,57.96,-4.44%,-3.25%,-1.22%,5255545
1154,"TSQ",1.20,0.34,-8.55%,-9.54%,-3.87%,-25.72%,37.67%,35.01,5.92,3.86%,3.32%,0.53%,71503
1155,"TTD",1.03,0.96,-3.37%,-6.74%,-38.39%,-80.27%,8.02%,44.97,18.04,-1.31%,-0.22%,-1.09%,16452707
1156,"TTGT",1.66,0.32,15.48%,12.70%,-4.80%,-40.22%,33.23%,63.84,4.49,0.00%,0.67%,-0.67%,451128
1157,"TTI",1.28,0.52,-11.81%,-20.33%,-17.00%,-38.60%,101.57%,33.98,7.70,1.05%,0.00%,1.05%,1667724
1158,"TTMI",2.17,13.26,-14.02%,-30.87%,2.69%,-48.43%,194.49%,35.65,115.44,-0.06%,-7.03%,7.50%,2436294
1159,"TTWO",0.96,7.26,0.03%,3.75%,5.72%,-8.66%,29.47%,53.08,242.92,-1.82%,-1.40%,-0.43%,1930962
1160,"TUSK",1.16,0.17,-5.42%,-13.16%,7.90%,-32.40%,54.52%,41.46,2.65,1.92%,0.00%,1.92%,230667
1161,"TVTX",1.12,2.46,-1.47%,5.29%,45.69%,-7.00%,271.86%,51.32,55.89,-2.43%,-2.44%,0.02%,1715029
1162,"TWFG",0.12,1.17,1.57%,16.12%,15.49%,-13.94%,61.84%,58.21,26.80,-0.41%,-0.33%,-0.07%,75667
